zip;phase;operation_index;candidate_quote;normalized_quote;target_name;resolved_entity_id;entity_resolution_status;target_section;section_status;match_status;existing_sourcequote_id;duplicate_risk;evidence_location;evidence_excerpt_short;recommendation;needs_mael_arbitration;notes
Migration/sourcequote_effective_patch_phase3.zip;3;2;Avec WikiLeaks, Bitcoin dépasse le statut de preuve de concept, démontrant pratiquement ses ambitions de système de paiement alternatif : il s'érige en canal f…;avec wikileaks, bitcoin dépasse le statut de preuve de concept, démontrant pratiquement ses ambitions de système de pai…;Phase de peche / Phase 2 Bitcoin | Bitcoin | WikiLeaks | Silk Road;3e760009bf2d408e86cfc962b61466c9 | d35d720e1fa24d9fbe665a90ac0abc73 | d969f6bc7b0444db8d228a13173b1b74 | 1570f65e76a24fb0b3df247eef1d76d1;unique | unique | unique | unique;I.2.1b;not-found;duplicate-existing;47dfac1479884cf795db905e67191153;eleve;PDF 5_Chapitre_1 p.93;Avec WikiLeaks, Bitcoin dépasse le statut de preuve de concept, démontrant pratiquement ses ambitio…;arbitrage;oui;Candidat verbatim p.93. L'existante 47dfac14 (p.93) partage le tronc " Avec WikiLeaks ... l'en priver " puis DIVERGE (l'existante poursuit sur les marchés noirs, le candidat sur le régime transactionnel) : chevauchement sans inclusion. En sus, section cible I.2.1b JAMAIS existée (parent I.2.1 disponible). Double arbitrage.
Migration/sourcequote_effective_patch_phase3.zip;3;3;La phase de " maturation " (de novembre de 2013 à aujourd'hui). Fin 2013, grâce aux activités précédentes, Bitcoin débute l'ultime période de son développement…;la phase de " maturation " (de novembre de 2013 à aujourd'hui). fin 2013, grâce aux activités précédentes, bitcoin débu…;Phase de maturation / Phase 3 Bitcoin | Bitcoin | MtGox | Cryptomonnaie (CM);645079ad66ee41b689112d383dd54798 | d35d720e1fa24d9fbe665a90ac0abc73 | ad19591afb62496e90aba4dd1d65d1ef | -;unique | unique | unique | fuzzy-only;I.2.1c;not-found;minor-normalization;;faible;PDF 5_Chapitre_1 p.96;Bitcoin débute l'ultime période de son développement infrastructurel : la phase de " maturation ";arbitrage;oui;Quasi verbatim p.96 : coupe non signalée de " (les attaques informatiques...) : les transactions* impliquées comptent pour moins de 1% ... (Chainalysis Team...) ". Section cible I.2.1c JAMAIS existée (parent I.2.1 disponible).
Migration/sourcequote_effective_patch_phase3.zip;3;4;Mais ces services plus ou moins centralisés, par l'intermédiation, ouvrent en contrepartie la sphère d'usage de Bitcoin et de ses UCN au plus grand nombre, ce…;mais ces services plus ou moins centralisés, par l'intermédiation, ouvrent en contrepartie la sphère d'usage de bitcoin…;Réintermédiation | Bitcoin | UCN BTC | Communaute de paiement / Groupe monetaire;a53b18d59a6c4ab18a407fd8fdced0c8 | d35d720e1fa24d9fbe665a90ac0abc73 | c74c47caffc64382b31bc5eb221b7db7 | 92b00fd0ab9049cea901c66a63c8fc1f;unique | unique | unique | unique;I.2.2a;not-found;exact-match;;faible;PDF 5_Chapitre_1 p.103-104;ces services plus ou moins centralisés, par l'intermédiation, ouvrent en contrepartie la sphère d'u…;arbitrage;oui;Verbatim à cheval p.103-104 (annoncée 104 : OK). Section cible I.2.2a JAMAIS existée (parent I.2.2, 100-108, disponible).
Migration/sourcequote_effective_patch_phase3.zip;3;5;Ces régulations transactionnelles formelles, contraignant économiquement l'usage de Bitcoin, ne peuvent cacher leurs dimensions prescriptives et normatives. El…;ces régulations transactionnelles formelles, contraignant économiquement l'usage de bitcoin, ne peuvent cacher leurs di…;Bitcoin | Guerre des métaprotocoles / OP_RETURN War | Proof of Work (PoW) | Seamless Infrastructure;d35d720e1fa24d9fbe665a90ac0abc73 | 0893301ee5634aada72fa1aabc72fca7 | f3e7754db9ee4502ae4180e36200ade1 | -;unique | unique | unique | fuzzy-only;I.2.2b->I.2.2.b;renumbered;minor-normalization;;faible;PDF 5_Chapitre_1 p.109;Finalement, ces régulations transactionnelles prescrivent (et proscrivent en retour) des plages de…;retenir;oui;Trouvée p.109 (annoncée 106) mais toujours DANS I.2.2.b (106-109, le titre I.3 tombe après sur la p.109) : renumérotation I.2.2b→I.2.2.b validée. Coupe non signalée d'~2 phrases entre " "dangereuses" pour Bitcoin " et " Finalement ". Arbitrage : coupe non signalée d'~2 phrases, politique à trancher en Q7.
Migration/sourcequote_effective_patch_phase3.zip;3;6;Bitcoin n'a pas été retenu à cause des incertitudes que faisait peser la rigidité de sa communauté : " les guerres OP_RETURN se déroulaient à l'époque et compt…;bitcoin n'a pas été retenu à cause des incertitudes que faisait peser la rigidité de sa communauté : " les guerres op_r…;Ethereum | Bitcoin | Vitalik Buterin | Counterparty | Guerre des métaprotocoles / OP_RETURN War;2956b3b87db1448f8a2ddde82d39e9c9 | d35d720e1fa24d9fbe665a90ac0abc73 | bf653891dd9e4c1cbf23f40e4609f55b | ffdc27d9e9c7485a81c0482017ed9246 | 0893301ee5634aada72fa1aabc72fca7;unique | unique | unique | unique | unique;I.3.2;exists;duplicate-existing;68d8c0d57cbe4c6e9a1dc642fa33354b;eleve;PDF 5_Chapitre_1 p.123;Bitcoin n'a pas été retenu à cause des incertitudes que faisait peser la rigidité de sa communauté;completer-l-existante;oui;Trois morceaux verbatim p.123, dans l'ordre du texte, avec coupes non signalées entre eux (citations Buterin 2017/Young 2017 et une phrase BitMEXResearch sautées). L'existante 68d8c0d5 = le passage central (citation Buterin), légèrement condensé (" protocole " pour " protocole de base ", " l'équipe " pour " l'équipe de développement ") , candidat superset plus fidèle. I.3.2 OK.
Migration/sourcequote_effective_patch_phase3.zip;3;7;Le développement infrastructurel d'une CM produit des dépendances au sentier, reposant sur des équipes constituées et des sentiers de développement qu'il est b…;le développement infrastructurel d'une cm produit des dépendances au sentier, reposant sur des équipes constituées et d…;Ethereum | Vitalik Buterin | Primecoin | Counterparty | Guerre des métaprotocoles / OP_RETURN War;2956b3b87db1448f8a2ddde82d39e9c9 | bf653891dd9e4c1cbf23f40e4609f55b | 4322f9923b8442358e0b8e700cd613dc | ffdc27d9e9c7485a81c0482017ed9246 | 0893301ee5634aada72fa1aabc72fca7;unique | unique | unique | unique | unique;I.3.2b;not-found;duplicate-existing;6b1a40ec612241d3afc1abc1cfd29713;eleve;PDF 5_Chapitre_1 p.125;Le développement infrastructurel d'une CM produit des dépendances au sentier, reposant sur des équi…;arbitrage;oui;Trois morceaux verbatim p.125 avec coupes non signalées (dont " Pour garantir à Ethereum ... février 2013 " sauté avant " Ce WP* circule "). L'existante 6b1a40ec = 1re phrase verbatim , candidat superset. En sus, section cible I.3.2b JAMAIS existée (parent I.3.2 disponible). Double arbitrage.
Migration/sourcequote_effective_patch_phase3.zip;3;8;Buterin vise en premier lieu à éviter la fragmentation induite par les stratégies précédentes : différentes technologies nécessitent différentes connaissances,…;buterin vise en premier lieu à éviter la fragmentation induite par les stratégies précédentes : différentes technologie…;Ethereum | Vitalik Buterin | Cryptomonnaie (CM) | Développement infrastructurel par phases | Counterparty;2956b3b87db1448f8a2ddde82d39e9c9 | bf653891dd9e4c1cbf23f40e4609f55b | - | f5fb37b1a7344ee588bc8740bf038e7a | ffdc27d9e9c7485a81c0482017ed9246;unique | unique | fuzzy-only | unique | unique;I.3.3a;not-found;minor-normalization;;faible;PDF 5_Chapitre_1 p.128;savoir-faire (chaque CM possède différentes suites logicielles, etc.), reposant sur différentes com…;arbitrage;oui;Quasi verbatim p.128 (annoncée 129) : seule coupe non signalée, la parenthèse " (chaque CM possède différentes suites logicielles, etc.) ". Section cible I.3.3a JAMAIS existée (parent I.3.3, titre p.128, disponible).
Migration/sourcequote_effective_patch_phase3.zip;3;9;Si les concepteurs d'Ethereum conservent à l'origine la PoW, ils sont critiques à son encontre. Considérée comme énergivore, rigide et potentiellement insécure…;si les concepteurs d'ethereum conservent à l'origine la pow, ils sont critiques à son encontre. considérée comme énergi…;Ethereum | Difficulty Bomb / Ice Age | Proof of Work (PoW) | Proof of Stake (PoS) | Distributed Consensus Fiduciary Logic;2956b3b87db1448f8a2ddde82d39e9c9 | bbb341041f074852a96fa9c1ab014954 | f3e7754db9ee4502ae4180e36200ade1 | 5bd551ea907241fcbb89a63f2b580d78 | cae0d43b5b874e0da5b3d0ab2295675c;unique | unique | unique | unique | unique;I.3.3c;not-found;minor-normalization;;faible;PDF 5_Chapitre_1 p.134-135;insécure (du fait de la centralisation constatée sur le minage), il est prévu dès l'origine qu'Ethe…;arbitrage;oui;Quasi verbatim p.134-135 : coupes non signalées des parenthèses " (du fait de la centralisation...) ", " (dit Eth2.0) " et de ~2 phrases avant " Là où les bitcoiners ". Section cible I.3.3c JAMAIS existée (parent I.3.3 disponible).
Migration/sourcequote_effective_patch_phase3.zip;3;10;Un protocole ne devient CM qu'en tant qu'infrastructure, confronté à des usages, à d'autres arrangements pour s'y connecter, à une maintenance et des évolution…;un protocole ne devient cm qu'en tant qu'infrastructure, confronté à des usages, à d'autres arrangements pour s'y conne…;Seamless Infrastructure | Bitcoin | Développement infrastructurel par phases | Cryptomonnaie (CM) | Vitalik Buterin;- | d35d720e1fa24d9fbe665a90ac0abc73 | f5fb37b1a7344ee588bc8740bf038e7a | - | bf653891dd9e4c1cbf23f40e4609f55b;fuzzy-only | unique | unique | fuzzy-only | unique;conclusion_resume->conclu_resume;renumbered;wrong-section;;faible;PDF 1_Premières_pages p.4 (Résumé et mots clés);RÉSUMÉ ET MOTS CLÉS [...] Un protocole ne devient CM qu'en tant qu'infrastructure, confronté à des…;arbitrage;oui;Texte VERBATIM mais dans le " Résumé et mots clés " liminaire de la thèse (premières pages, p.4 imprimée , aussi dans assets/MD/06_resume.md), INTROUVABLE dans la conclusion. La cible conclu_resume (" Conclusion - Résumé de la thèse ", 332-334) est un AUTRE texte. Aucun nœud section pour le résumé liminaire : rattacher = transfert de source à arbitrer.
Migration/sourcequote_effective_patch_phase3.zip;3;11;Notre approche montre que, au-delà d'une gouvernance par l'infrastructure, la gouvernance sur l'infrastructure des CM est conflictuelle et polycentrique, révél…;notre approche montre que, au-delà d'une gouvernance par l'infrastructure, la gouvernance sur l'infrastructure des cm e…;Polycentric Governance | Gouvernance sur le protocole | Crises de vulnérabilité | Crises d'évolution | Bitcoin | Ethereum;a444085b9b2d4ea1aa734f7e25db6a6c | 604158d5bab84e82821d53e75070899a | - | - | d35d720e1fa24d9fbe665a90ac0abc73 | 2956b3b87db1448f8a2ddde82d39e9c9;resolved-by-synonym | unique | fuzzy-only | fuzzy-only | unique | unique;conclusion_infrastructure->conclu_infra | conclusion_crises->conclu_aceph;renumbered | renumbered;duplicate-existing;fb6106526ebd4d8caa5d9eb4ea39e080;eleve;PDF 8_Conclusion_Generale p.335-336;au-delà d'une gouvernance par l'infrastructure, la gouvernance sur l'infrastructure des CM est conf…;completer-l-existante;oui;Quasi verbatim p.335-336 (annoncée 336) : coupes non signalées de la phrase " Les infrastructures ... idéologiques. " et de " (pour l'heure) ". L'existante fb610652 = 1re phrase verbatim , candidat superset (inclusion stricte VERIFIEE). Cibles : conclu_infra OK (passage avant le titre acéphalisme, p.336) mais conclu_aceph FAUSSE pour ce passage. " Polycentric Governance " RESOLUE PAR TRADUCTION vers a444085b " Gouvernance polycentrique ".
Migration/sourcequote_effective_patch_phase3.zip;3;12;En fin de compte, cette démarche de sociologie des crises nous a permis de montrer que, en dernier ressort, dans le cas des CM, le consensus social prime sur l…;en fin de compte, cette démarche de sociologie des crises nous a permis de montrer que, en dernier ressort, dans le cas…;Space of Rule / Space of Discretion | Crises de vulnérabilité | Crises d'évolution | Polycentric Governance;fba623af07644327b873a59e0a9b2f97 | - | - | a444085b9b2d4ea1aa734f7e25db6a6c;unique | fuzzy-only | fuzzy-only | resolved-by-synonym;conclusion_crises->conclu_aceph;renumbered;exact-match;;faible;PDF 8_Conclusion_Generale p.336;en dernier ressort, dans le cas des CM, le consensus social prime sur les règles protocolaires;retenir;oui;Verbatim p.336 (annoncée 337), APRÈS le titre " De l'acéphalisme... " : conclu_aceph confirmée. " Polycentric Governance " RESOLUE PAR TRADUCTION vers a444085b " Gouvernance polycentrique " (CoreConcept v110) : aucune création. Arbitrage maintenu : adopter la résolution par synonyme/traduction (plutôt que d'omettre le quote supports) est un choix à confirmer, cf. Q6.
