entity_id;canonical_name;entity_type;alias;alias_kind;confidence;collision_with;evidence;notes
bdff81b9431b4a8990912e7447e60426;Diversite des implementations clientes;Concept;Client Diversity;observed-in-source;haute;;attribut indigeneLabel (v110) — designation indigene;libelle employe par les acteurs eux-memes
d66b452862854afc98a024f06ddbf56a;Division sociale du travail protocolaire (Bitcoin);Concept;Division sociale du travail protocolaire;short-form;haute;;nom canonique v110 prive de sa parenthese;
2f54deb5da1440c8bdd5ca16dbc8c647;Divulgation responsable;Concept;Responsible Disclosure;observed-in-source;basse;018cb3c562674948be30d910d68359c3;attribut indigeneLabel (v110) — designation indigene + assets/MD (16 occ.);libelle employe par les acteurs eux-memes — COLLISION EXACTE : nom d'une autre entite v110 (Responsible Disclosure / Concept) — doublon FR/EN deja realise dans v110 : meme concept porte par deux fiches — arbitrage auteur requis, cette table n'autorise aucune fusion
d63d0dbb4d6a453cbeb724bbb2adb28d;Dollarisation de Bitcoin (stablecoin pivot);Concept;Dollarisation de Bitcoin;short-form;haute;;nom canonique v110 prive de sa parenthese;
d63d0dbb4d6a453cbeb724bbb2adb28d;Dollarisation de Bitcoin (stablecoin pivot);Concept;Dollarization of Bitcoin;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (2 occ.);forme anglaise declaree par le graphe lui-meme
acd16826920c47f4afc5e6ea59a3c56a;Double depense;TechnicalConcept;Double dépense;spelling-variant;haute;;attribut aliases (v110);
acd16826920c47f4afc5e6ea59a3c56a;Double depense;TechnicalConcept;Problème de double dépense;spelling-variant;haute;;attribut aliases (v110);
acd16826920c47f4afc5e6ea59a3c56a;Double depense;TechnicalConcept;double spend;spelling-variant;haute;;attribut aliases (v110);
2e4e25ff8883988739a49a0e0202e695;Dust limit (Bitcoin);Concept;Dust limit;short-form;haute;;nom canonique v110 prive de sa parenthese;
2bc86138ffe94ffebe818f257334bc9a;Décentralisation du DNS;Concept;DNS decentralization;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
409eb8134a5c48a49b1508a38e25d649;Décentrement infrastructurel de Bitcoin (escape velocity);Concept;Décentrement infrastructurel de Bitcoin;short-form;haute;;nom canonique v110 prive de sa parenthese;
409eb8134a5c48a49b1508a38e25d649;Décentrement infrastructurel de Bitcoin (escape velocity);Concept;escape velocity;spelling-variant;haute;;glose entre parentheses du nom canonique v110 + assets/MD (3 occ.);
3bdb90206ead401498ae3f9cadd1fb8f;Délégation et recentralisation (Bitcoin);Concept;Délégation et recentralisation;short-form;haute;;nom canonique v110 prive de sa parenthese;
a34001a6571f4fdf8ae13d5e3b64587b;Développement carnavalesque;CoreConcept;Carnivalesque Development;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (3 occ.);forme anglaise declaree par le graphe lui-meme
8d45d1b9853f4c93a55ab6e382a11e7c;Développement protocolaire et logiciel (Bitcoin Core);InfrastructureSegment;Bitcoin Core;spelling-variant;haute;;glose entre parentheses du nom canonique v110 + assets/MD (380 occ.);
8d45d1b9853f4c93a55ab6e382a11e7c;Développement protocolaire et logiciel (Bitcoin Core);InfrastructureSegment;Développement protocolaire et logiciel;short-form;haute;;nom canonique v110 prive de sa parenthese;
dea76780ff6843e4a12e9604a117baac;EIP (Ethereum Improvement Proposal);Concept;EIP;acronym;haute;;nom canonique v110 prive de sa parenthese + assets/MD (20 occ. en limites de mots);forme courte tres ambigue hors contexte : ne jamais resoudre sur ce seul jeton
dea76780ff6843e4a12e9604a117baac;EIP (Ethereum Improvement Proposal);Concept;Ethereum Improvement Proposal;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (2 occ.) + glose entre parentheses du nom canonique v110 + assets/MD (4 occ.);forme anglaise declaree par le graphe lui-meme
94ddee14484b4e079465b39221fe9df4;Early adopters (premiers adoptants);Concept;Early adopters;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (2 occ.) + nom canonique v110 prive de sa parenthese;forme anglaise declaree par le graphe lui-meme
a24eab80e2d94f3080b50f4130003566;Effet réseau (network effect);Concept;Effet réseau;short-form;haute;;nom canonique v110 prive de sa parenthese;
a24eab80e2d94f3080b50f4130003566;Effet réseau (network effect);Concept;Network effect;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
3ba20dcf685d4e708cd990cb721e409b;Empreinte numerique / Hash;Concept;Empreinte numérique;spelling-variant;haute;;attribut aliases (v110);
a8ea3d0c7ae0420fbd5f8622d2ae4e5d;Enregistrement/bloc orphelin (orphan block);Concept;Orphan block;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (3 occ.);forme anglaise declaree par le graphe lui-meme
0c2708df5e644ac89252ab7a85ff4230;Entretiens;Method;Interviews;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (41 occ.);forme anglaise declaree par le graphe lui-meme
7489dce9688a43df9843144626811dae;Epreuve d'explicitation;Concept;Test of Explicitation;translation-en;haute;;attribut indigeneLabel (v110) — designation indigene + assets/MD (3 occ.);libelle employe par les acteurs eux-memes
7489dce9688a43df9843144626811dae;Epreuve d'explicitation;Concept;épreuve d'explicitation;spelling-variant;haute;;assets/MD (11 occ.) — graphie attestee du nom canonique;le nom canonique v110 est desaccentue
b4c3838e9ede4dbeb736f1572f6eb2d8;Espace monetaire / Espace juridictionnel;Concept;Jurisdictional Space;translation-en;haute;;attribut indigeneLabel (v110) — designation indigene + assets/MD (1 occ.);libelle employe par les acteurs eux-memes
b4c3838e9ede4dbeb736f1572f6eb2d8;Espace monetaire / Espace juridictionnel;Concept;Monetary Space;translation-en;haute;;attribut indigeneLabel (v110) — designation indigene + assets/MD (7 occ.);libelle employe par les acteurs eux-memes
26edc95bf98c4de399f95486dcd3ceb4;Esprit du code vs Lettre du code;Concept;Spirit vs Letter of Code;observed-in-source;haute;;attribut indigeneLabel (v110) — designation indigene;libelle employe par les acteurs eux-memes
3950b6a9bbb34056af6ede8c86b29a5e;Etalon pivot (Bitcoin dans l ecosysteme CM);Concept;Etalon pivot;short-form;haute;;nom canonique v110 prive de sa parenthese;
3950b6a9bbb34056af6ede8c86b29a5e;Etalon pivot (Bitcoin dans l ecosysteme CM);Concept;Pivot standard;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
5ea44d21a07d4d13a6f1d6677936b8e7;Ethereum Classic (ETHC);Protocol;ETHC;spelling-variant;haute;;glose entre parentheses du nom canonique v110 + assets/MD (14 occ.);
5ea44d21a07d4d13a6f1d6677936b8e7;Ethereum Classic (ETHC);Protocol;Ethereum Classic;short-form;haute;;nom canonique v110 prive de sa parenthese;
f788033ee36c478d8fbe59d5e3825d95;Ethnographie;Method;Multi-level Ethnographic Inquiry;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
e52533a29c654bc4b9a3d7622279ef50;Ethnographie économique;TheoreticFramework;Economic Ethnography;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (2 occ.);forme anglaise declaree par le graphe lui-meme
504644ee3f7a4253b88b6139f239693a;Etudes infrastructurelles;TheoreticFramework;études infrastructurelles;spelling-variant;haute;;assets/MD (3 occ.) — graphie attestee du nom canonique;le nom canonique v110 est desaccentue
850f081c506a4833b4fb7824bd9192a8;Faille de reentrancy;Concept;Reentrancy Attack;translation-en;haute;;attribut indigeneLabel (v110) — designation indigene + assets/MD (1 occ.);libelle employe par les acteurs eux-memes
0f71936ad797433b844c335ea226bd2f;Faisceau de droits (Bundle of Rights);Concept;Bundle of Rights;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (1 occ.);forme anglaise declaree par le graphe lui-meme
9d27a27ff2be40d9a6e12e269279b7d1;Finalité de paiement (payment finality);Concept;Payment finality;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (4 occ.);forme anglaise declaree par le graphe lui-meme
5985284307454b0690293132fcdeb898;Flood attack (attaque par inondation de transactions);Concept;Flood attack;translation-en;haute;;attribut nameEn de l'entite (v110) + nom canonique v110 prive de sa parenthese;forme anglaise declaree par le graphe lui-meme
5985284307454b0690293132fcdeb898;Flood attack (attaque par inondation de transactions);Concept;transaction spam;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
7ba4c97e124a433c8327223fdc25d400;Forces centripetes et centrifuges (Bitcoin);Concept;Centripetal/centrifugal forces;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
7ba4c97e124a433c8327223fdc25d400;Forces centripetes et centrifuges (Bitcoin);Concept;Forces centripetes et centrifuges;short-form;haute;;nom canonique v110 prive de sa parenthese;
38f199fc83654f508ad8ad0aac7d5dc2;Fournisseurs de portefeuilles (wallet providers);StakeholderCategory;Fournisseurs de portefeuilles;short-form;basse;cd17655451a34a21bfe45af7541147cf;nom canonique v110 prive de sa parenthese;COLLISION EXACTE : nom d'une autre entite v110 (Fournisseurs de portefeuilles / StakeholderCategory)
d8022a1e77fe48b0bf01cb915a6c9945;Fragmentation de l'écosystème Bitcoin (18→22 segments 2012-2013);Concept;Fragmentation de l'écosystème Bitcoin;short-form;haute;;nom canonique v110 prive de sa parenthese;
5bf9c25933cb44a8aaa8dd335a662f89;Frais de transaction Bitcoin;Concept;Transaction fees;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (53 occ.);forme anglaise declaree par le graphe lui-meme
d518be4403df44229c0af50f6c3ebc87;GAS (Ethereum);Concept;GAS;short-form;haute;;nom canonique v110 prive de sa parenthese;
d7c6d27fa6d94a239037409847db50f9;Galaxie d'Altcoins (constellation de protocoles);Concept;Galaxie d'Altcoins;short-form;haute;;nom canonique v110 prive de sa parenthese;
d7c6d27fa6d94a239037409847db50f9;Galaxie d'Altcoins (constellation de protocoles);Concept;Galaxy of altcoins;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
a22f20aea49d4f86ab927e9c71d0a850;Gouvernance de huis clos;Concept;Closed-door Governance;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (15 occ.);forme anglaise declaree par le graphe lui-meme
a22f20aea49d4f86ab927e9c71d0a850;Gouvernance de huis clos;Concept;Huis Clos Governance;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
82b2387dbb644f2ca00fc7b0b272c1d1;Gouvernance de maintenance (huis clos routinier);NarrativeCluster;Gouvernance de maintenance;spelling-variant;haute;;attribut labelFr (v110) + nom canonique v110 prive de sa parenthese;
82b2387dbb644f2ca00fc7b0b272c1d1;Gouvernance de maintenance (huis clos routinier);NarrativeCluster;Maintenance governance;translation-en;haute;;attribut labelEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
a432cc76f9ea4e949e374476082b89ab;Gouvernance duale;CoreConcept;Dual Governance;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (4 occ.);forme anglaise declaree par le graphe lui-meme
0386bd526a04481d9ce4501f8c41374f;Gouvernance on-chain (budget et vote);Concept;Gouvernance on-chain;short-form;haute;;nom canonique v110 prive de sa parenthese;
ac80b824dedc47419211e4393dfcd681;Gouvernance par l'infrastructure;Concept;Gouvernance par l’infrastructure;spelling-variant;haute;;patch SourceQuote (phase1/phase2, statut=unique, x2);faux negatif du resolveur : nom employe par un patch reel, non resolu contre v110
ac80b824dedc47419211e4393dfcd681;Gouvernance par l'infrastructure;Concept;Governance through infrastructure;translation-en;moyenne;;proposition;traduction proposee, absente du graphe
22d52249dba84e33a0f4488cb81747ba;Gouvernance par le protocole;Concept;On-chain Governance;translation-en;haute;;attribut indigeneLabel (v110) — designation indigene + assets/MD (1 occ.);libelle employe par les acteurs eux-memes
a444085b9b2d4ea1aa734f7e25db6a6c;Gouvernance polycentrique;CoreConcept;Polycentric Governance;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (24 occ.) + patch SourceQuote (phase2/phase3, statut=not-found, x3);forme anglaise declaree par le graphe lui-meme — faux negatif du resolveur : nom employe par un patch reel, non resolu contre v110
a444085b9b2d4ea1aa734f7e25db6a6c;Gouvernance polycentrique;CoreConcept;Polycentric governance;translation-en;haute;;patch SourceQuote (phase1, statut=not-found, x1);faux negatif du resolveur : nom employe par un patch reel, non resolu contre v110
119915486da7457e8d6c841d419ac8e6;Gouvernance publique d'exception;Concept;N/A — catégorie analytique etic;observed-in-source;haute;;attribut indigeneLabel (v110) — designation indigene;libelle employe par les acteurs eux-memes
119915486da7457e8d6c841d419ac8e6;Gouvernance publique d'exception;Concept;Public governance of exception: the hard fork;translation-en;haute;;attribut labelEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
73b638dd42ef432fbc15fe98026e65e3;Gouvernance publique et ouverte;Concept;Open Public Governance;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
e22205f327564c608c4710150bbac16b;Gouvernance sur l'infrastructure;Concept;Gouvernance sur l’infrastructure;spelling-variant;haute;;patch SourceQuote (phase1/phase2, statut=unique, x2);faux negatif du resolveur : nom employe par un patch reel, non resolu contre v110
e22205f327564c608c4710150bbac16b;Gouvernance sur l'infrastructure;Concept;Governance over infrastructure;translation-en;haute;;proposition + assets/MD EN (1 occ.);
604158d5bab84e82821d53e75070899a;Gouvernance sur le protocole;Concept;Off-chain Governance;observed-in-source;haute;;attribut indigeneLabel (v110) — designation indigene;libelle employe par les acteurs eux-memes
52b78e8f887849daae08b2c1681272ed;GovernanceProcess — Adoption BIP-16 P2SH (avril 2012);GovernanceProcess;Adoption BIP-16 P2SH (avril 2012);short-form;haute;;nom canonique v110 prive de son prefixe de type;le prefixe « Type — » est une convention du graphe, absente des sources
52b78e8f887849daae08b2c1681272ed;GovernanceProcess — Adoption BIP-16 P2SH (avril 2012);GovernanceProcess;GovernanceProcess — Adoption BIP-16 P2SH;short-form;haute;;nom canonique v110 prive de sa parenthese;
0c6543e3c0a74af5b0f004d4e44833e7;GovernanceProcess — Bitcoin Scaling Debate (2015-2017);GovernanceProcess;Bitcoin Scaling Debate (2015-2017);short-form;haute;;nom canonique v110 prive de son prefixe de type;le prefixe « Type — » est une convention du graphe, absente des sources
0c6543e3c0a74af5b0f004d4e44833e7;GovernanceProcess — Bitcoin Scaling Debate (2015-2017);GovernanceProcess;GovernanceProcess — Bitcoin Scaling Debate;short-form;haute;;nom canonique v110 prive de sa parenthese;
44e842cde307496fb3701b6570386316;GovernanceProcess — CVE-2018-17144 résolution (septembre 2018);GovernanceProcess;CVE-2018-17144 résolution (septembre 2018);short-form;haute;;nom canonique v110 prive de son prefixe de type;le prefixe « Type — » est une convention du graphe, absente des sources
44e842cde307496fb3701b6570386316;GovernanceProcess — CVE-2018-17144 résolution (septembre 2018);GovernanceProcess;GovernanceProcess — CVE-2018-17144 résolution;short-form;haute;;nom canonique v110 prive de sa parenthese;
cf8cf57a5c414213a1120ec0ad287046;GovernanceProcess — DAO Fork délibération (juin-juillet 2016);GovernanceProcess;DAO Fork délibération (juin-juillet 2016);short-form;haute;;nom canonique v110 prive de son prefixe de type;le prefixe « Type — » est une convention du graphe, absente des sources
cf8cf57a5c414213a1120ec0ad287046;GovernanceProcess — DAO Fork délibération (juin-juillet 2016);GovernanceProcess;GovernanceProcess — DAO Fork délibération;short-form;haute;;nom canonique v110 prive de sa parenthese;
b0e025a2dbd64e1a97a2b580667ee267;GovernanceProcess — Réponse réglementaire au hack MtGox (2014);GovernanceProcess;GovernanceProcess — Réponse réglementaire au hack MtGox;short-form;haute;;nom canonique v110 prive de sa parenthese;
b0e025a2dbd64e1a97a2b580667ee267;GovernanceProcess — Réponse réglementaire au hack MtGox (2014);GovernanceProcess;Réponse réglementaire au hack MtGox (2014);short-form;haute;;nom canonique v110 prive de son prefixe de type;le prefixe « Type — » est une convention du graphe, absente des sources
fb0eeba9b7474ed286cdb934791d022d;Guerre des blocs (Blocksize War);GovernanceConflict;Blocksize War;spelling-variant;haute;;glose entre parentheses du nom canonique v110 + assets/MD (12 occ.);
fb0eeba9b7474ed286cdb934791d022d;Guerre des blocs (Blocksize War);GovernanceConflict;Blocksize War, bloc size debate, guerre des blocs;spelling-variant;haute;;attribut aliases (v110);
fb0eeba9b7474ed286cdb934791d022d;Guerre des blocs (Blocksize War);GovernanceConflict;Guerre des blocs;short-form;haute;;nom canonique v110 prive de sa parenthese;
8867c0f4c1554fe59fa4c2017e72ac68;Hashcash (Back 1997);Concept;Hashcash;short-form;haute;;nom canonique v110 prive de sa parenthese;
c16722f93452416288a46caa05f59d9d;Hasher (mineur délégué);Concept;Hasher;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (1 occ.) + nom canonique v110 prive de sa parenthese;forme anglaise declaree par le graphe lui-meme
c16722f93452416288a46caa05f59d9d;Hasher (mineur délégué);Concept;delegated miner;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
a5a8b549c08e499fba0fd51dba848cfe;Hyper-bitcoinisation / Hyper-cryptomonetisation;Concept;Hyperbitcoinization;observed-in-source;haute;;attribut indigeneLabel (v110) — designation indigene;libelle employe par les acteurs eux-memes
87aee3c6c4e546ba825fc940fe964b41;Hyper-cryptomonétisation;Concept;Hyper-cryptomonetization;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (2 occ.);forme anglaise declaree par le graphe lui-meme
641da162d8044da39035aafc996f7f9f;Hégémonie de Bitcoin Core (implémentation référente);Concept;Hégémonie de Bitcoin Core;short-form;haute;;nom canonique v110 prive de sa parenthese;
65e0280932914b8493008c7751fb7ba9;IAD Framework;TheoreticFramework;IAD (Institutional Analysis and Development) Framework;spelling-variant;haute;;attribut aliases (v110);
d622d318825741cda43212d7831a88c7;II.3 Au‑delà de la revendication d'une absence de gouvernance !;Concept|ThesisSection;Absence de gouvernance;short-form;moyenne;;patch SourceQuote (phase2, statut=fuzzy-only, x1);faux negatif du resolveur : nom employe par un patch reel, non resolu contre v110 — cible arbitree a la main, ne pas resoudre automatiquement
d622d318825741cda43212d7831a88c7;II.3 Au‑delà de la revendication d'une absence de gouvernance !;Concept|ThesisSection;II.3 Beyond the Claim of an Absence of Governance!;translation-en;haute;;attribut labelEn de l'entite (v110) + assets/MD EN (1 occ.);forme anglaise declaree par le graphe lui-meme
ea99bd4bf7954ae8b2965aa575fb0a4f;IOU / reconnaissance de dette (crypto);Concept;IOU;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
ea99bd4bf7954ae8b2965aa575fb0a4f;IOU / reconnaissance de dette (crypto);Concept;IOU / reconnaissance de dette;short-form;haute;;nom canonique v110 prive de sa parenthese;
ea99bd4bf7954ae8b2965aa575fb0a4f;IOU / reconnaissance de dette (crypto);Concept;debt claim;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
17d7b62a00584fc19e04420bd3227672;Immersion participante (en ligne);Method;Immersion participante;short-form;haute;;nom canonique v110 prive de sa parenthese + patch SourceQuote (phase1, statut=fuzzy-only, x1);faux negatif du resolveur : nom employe par un patch reel, non resolu contre v110
17d7b62a00584fc19e04420bd3227672;Immersion participante (en ligne);Method;Participant Immersion;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (4 occ.);forme anglaise declaree par le graphe lui-meme
3efade56eb0c450a8d1f3060bca119ff;Immunité à la gouvernance humaine (prétention coiner);Concept;Immunité à la gouvernance humaine;short-form;haute;;nom canonique v110 prive de sa parenthese;
d8b2aecc33714e7dbe6864d9c18b6763;Information et connaissance;InfrastructureDomain;Information and knowledge;translation-en;haute;;proposition + assets/MD EN (5 occ.);
6baa805952d145bc9c4b1b14eede3c33;Infrastructure;Concept;Seamless Infrastructure;translation-en;haute;;attribut nameEn de l'entite (v110) + patch SourceQuote (phase3, statut=fuzzy-only, x4);forme anglaise declaree par le graphe lui-meme — faux negatif du resolveur : nom employe par un patch reel, non resolu contre v110
66744118d90e4a459df2cd009e19c6b7;Institutionnalisation carnavalesque de l'infrastructure Bitcoin;Concept;Institutionnalisation carnavalesque;observed-in-source;haute;;attribut indigeneLabel (v110) — designation indigene + assets/MD (1 occ.);libelle employe par les acteurs eux-memes
2e24bde03cad4d56b1c0c012d7cf1e57;Institutionnalisme Monetaire Francophone (IMF);TheoreticFramework;IMF;acronym;haute;;glose entre parentheses du nom canonique v110 + assets/MD (46 occ.) + assets/MD (46 occ. en limites de mots);forme courte tres ambigue hors contexte : ne jamais resoudre sur ce seul jeton
2e24bde03cad4d56b1c0c012d7cf1e57;Institutionnalisme Monetaire Francophone (IMF);TheoreticFramework;Institutionnalisme Monetaire Francophone;short-form;basse;53983b5343c0ff0a8253aa23d5c3ad45;nom canonique v110 prive de sa parenthese;COLLISION NORMALISEE (casse/accents) avec Institutionnalisme Monétaire Francophone
2e24bde03cad4d56b1c0c012d7cf1e57;Institutionnalisme Monetaire Francophone (IMF);TheoreticFramework;Institutionnalisme monétaire;short-form;basse;;patch SourceQuote (phase1, statut=fuzzy-only, x2);faux negatif du resolveur : nom employe par un patch reel, non resolu contre v110 — cible arbitree a la main, ne pas resoudre automatiquement , ambigu entre 2e24bde0 (TheoreticFramework) et 53983b53 (Concept), qui sont eux-memes un doublon probable
878455ba7b7a48ad944d05748bd8afce;Interopérabilité de Bitcoin (avec l'infrastructure financière);SecondaryConcept;Interopérabilité de Bitcoin;short-form;haute;;nom canonique v110 prive de sa parenthese;
b69a769ca24848269ead1bac5d5f08f6;Interopérabilité entre clients Ethereum (enjeu de coordination);Concept;Interopérabilité entre clients Ethereum;short-form;haute;;nom canonique v110 prive de sa parenthese;
5e6aaa5a229b43f6a9b1ab180b79ea49;Inversion infrastructurelle;Concept;Infrastructural Inversion;translation-en;haute;;attribut indigeneLabel (v110) — designation indigene + assets/MD (1 occ.);libelle employe par les acteurs eux-memes
96e86584cc5d415e90895629a2c2e143;KYC / AML (conformite reglementaire);Concept;Anti-Money Laundering;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (3 occ.);forme anglaise declaree par le graphe lui-meme
96e86584cc5d415e90895629a2c2e143;KYC / AML (conformite reglementaire);Concept;Know Your Customer;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (2 occ.);forme anglaise declaree par le graphe lui-meme
021c2a1e5ab743b48fc0105a6d5376bf;Langage C++ (choix de Nakamoto);Concept;C++ programming language;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (3 occ.);forme anglaise declaree par le graphe lui-meme
2e14d6cba3b648638dc754cf0c3869d0;Leigh Star;Person;Susan Leigh Star;spelling-variant;basse;;patch SourceQuote (phase1, statut=fuzzy-only, x1);ARBITRAGE R1c (Mael, 2026-08-07) : degrade de haute a basse. Evidence CIRCULAIRE — l'alias ne prouve que « un patch l'a ecrit », et il engage l'IDENTITE D'UNE PERSONNE reelle. Ne jamais resoudre automatiquement dessus.
ebbde512a8e94218893b1500f2ae5225;Libertarianisme (libertarianism);Concept;Libertarianism;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (6 occ.);forme anglaise declaree par le graphe lui-meme
ebbde512a8e94218893b1500f2ae5225;Libertarianisme (libertarianism);Concept;Libertarianisme;short-form;haute;;nom canonique v110 prive de sa parenthese;
22cda34c732d4ed389639be2024b5a18;Limite de taille des blocs Bitcoin (1 Mo);Concept;1 Mo;spelling-variant;haute;;glose entre parentheses du nom canonique v110 + assets/MD (10 occ.);
22cda34c732d4ed389639be2024b5a18;Limite de taille des blocs Bitcoin (1 Mo);Concept;Limitation de taille des blocs;spelling-variant;haute;;attribut aliases (v110);
22cda34c732d4ed389639be2024b5a18;Limite de taille des blocs Bitcoin (1 Mo);Concept;Limite de taille des blocs Bitcoin;short-form;haute;;nom canonique v110 prive de sa parenthese;
eccebadfbfc24deb8c5e160e9289f3fa;Logique de consensus distribué;SecondaryConcept;Distributed Consensus Fiduciary Logic;observed-in-source;basse;cae0d43b5b874e0da5b3d0ab2295675c;attribut indigeneLabel (v110) — designation indigene;libelle employe par les acteurs eux-memes — COLLISION EXACTE : nom d'une autre entite v110 (Distributed Consensus Fiduciary Logic / Concept) — doublon FR/EN deja realise dans v110 : meme concept porte par deux fiches — arbitrage auteur requis, cette table n'autorise aucune fusion
499e99e5d8cb4148a5d7a4dfef842c58;Loi crypto / Crypto Law (Zamfir);Concept;Crypto Law;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (6 occ.);forme anglaise declaree par le graphe lui-meme
499e99e5d8cb4148a5d7a4dfef842c58;Loi crypto / Crypto Law (Zamfir);Concept;Loi crypto / Crypto Law;short-form;haute;;nom canonique v110 prive de sa parenthese;
9f37583aced248cb96dccdbcf50c0cc8;Loi de Szabo;Concept;Szabo's Law;observed-in-source;haute;;attribut indigeneLabel (v110) — designation indigene + assets/MD (7 occ.);libelle employe par les acteurs eux-memes
992df364d6d64036af1cccea08c8c33e;Loi de Zamfir;Concept;Zamfir's Law;observed-in-source;haute;;attribut indigeneLabel (v110) — designation indigene;libelle employe par les acteurs eux-memes
8d578d2f715f4cd19b995be543776414;Légitimité par l'intention des développeurs (au-delà du protocole);Concept;Légitimité par l'intention des développeurs;short-form;haute;;nom canonique v110 prive de sa parenthese;
ddbbebfc25874995b60e8e94964d6e0e;Master node (nœud maître Dash);Concept;Master node;translation-en;haute;;attribut nameEn de l'entite (v110) + nom canonique v110 prive de sa parenthese;forme anglaise declaree par le graphe lui-meme
f4b9aff00c1976c266295ed020e3c8e2;Mastercoin / Omni Layer;Protocol;Mastercoin;spelling-variant;basse;7b3ff3d2bf564f719978c489f609a4c8;attribut aliases (v110);COLLISION EXACTE : nom d'une autre entite v110 (Mastercoin / ActorNonHuman)
f4b9aff00c1976c266295ed020e3c8e2;Mastercoin / Omni Layer;Protocol;Omni;spelling-variant;haute;;attribut aliases (v110);
f4b9aff00c1976c266295ed020e3c8e2;Mastercoin / Omni Layer;Protocol;Omni Layer;spelling-variant;haute;;attribut aliases (v110);
1a0786075553472a87cdd071f6441538;Maximaliste Bitcoiner;Concept;Bitcoin Maximalist;observed-in-source;haute;;attribut indigeneLabel (v110) — designation indigene + assets/MD (1 occ.);libelle employe par les acteurs eux-memes
9ae9e177f05f4f93ac2fd735d8f67ae2;Meta-protocole (meta-protocol);Concept;Meta-protocol;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (1 occ.);forme anglaise declaree par le graphe lui-meme
9ae9e177f05f4f93ac2fd735d8f67ae2;Meta-protocole (meta-protocol);Concept;overlay protocol;translation-en;basse;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme — ALIAS AMBIGU : designe aussi Métaprotocole / protocole en surcouche — ne jamais resoudre automatiquement sur cette chaine
d642ff3e0fd04625ac7d6c6a95aca5d2;Mineurs Bitcoin;ActorGroup;Bitcoin miners;translation-en;haute;;proposition + assets/MD EN (4 occ.);
0b9cd7376df04357a96268890ae17899;Mixage / CoinJoin (anonymisation UTXO);Concept;Coin mixing;translation-en;haute;;attribut nameEn de l'entite (v110);forme anglaise declaree par le graphe lui-meme
0b9cd7376df04357a96268890ae17899;Mixage / CoinJoin (anonymisation UTXO);Concept;CoinJoin;translation-en;haute;;attribut nameEn de l'entite (v110) + assets/MD EN (1 occ.);forme anglaise declaree par le graphe lui-meme
4e1ab5fc2fa342bca2cfc734f5c36424;Modes de déclenchement des crises (vulnérabilités);Concept;Modes de déclenchement;spelling-variant;haute;;attribut labelFr (v110);
e94facdafe5a431e83e96a6060c5c862;Monnaie;Concept;Money;translation-en;haute;;proposition + assets/MD EN (734 occ.);
