entity_id,entity_name,entity_types,cle_date,date_graphe,dateSource_graphe,fichier_these,ligne_these,citation_verbatim,date_dans_le_texte,statut,ecart,decision_requise,question_pour_mael,notes
00586d082e964abab5d9f45c73948400,CVE-2013-5700 — Remote p2p crash via bloom filters,CrisisEvent,date,04/09/2013,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
ca278d213d804294a2c5a672d52808e4,CVE-2014-0160 — Remote memory leak via payment protocol (Heartbleed),CrisisEvent,date,04/07/2014,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
d1961d60a3fc43bb996bf52e14c24193,BIP-66 — Strict DER signatures — Fake Conf & Chain Split,CrisisEvent,date,04/07/2015,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
5062acdef7964498a764823149c32127,CVE-2015-3641 — OOM via p2p — Unspecified yet,CrisisEvent,date,27/06/2015,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
6daefcd122a24b3589c41fcddd3732aa,BIP-65 — Soft fork: OP_CHECKLOCKTIMEVERIFY,CrisisEvent,date,12/11/2015,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
1aa79f912b8c4aadb5bde9c7435b32d0,"BIPs 68, 112 & 113 — Soft forks: Rel locktime, CSV & MTP locktime",CrisisEvent,date,11/04/2016,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
5656bd5a2f974bbdb8d82530cdf936f3,CVE-2016-8889 — Debug console history storing sensitive info,CrisisEvent,date,27/10/2016,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
f979ff6cc3cd4861b1de30ec72463c7c,BIP-148 — Soft fork: SegWit UASF,CrisisEvent,date,12/03/2017,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
232fdda1778043d9b168884c0caad3a5,CVE-2017-12842 — No commitment to block merkle tree depth,CrisisEvent,date,09/06/2018,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
cfdb999d9b1c4989b7424a931fef16c4,CVE-2016-10724 & CVE-2016-10725 — Alert system — Memory exhaustion & Final alert cancellation,CrisisEvent,date,02/07/2018,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
fc33fb06d95b42a09a1e08dae5fe8c87,CVE-2017-18350 — Buffer overflow from SOCKS proxy,CrisisEvent,date,22/06/2019,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
eeece02d7bd2411f94b4cffa2d816367,BIP-0034 — Mandatory block protocol update (Height in coinbase),CrisisEvent,date,24/03/2013,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
170ed4f7fcfb4531b7c872cb84cc8f80,CVE-2015-6031 — MiniUPnPc buffer overflow (LAN),CrisisEvent,date,15/09/2015,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
d25e5ffe06df4701bfc3755bdc9d1b31,"BIPs 141, 143 & 147 — Soft fork: SegWit",CrisisEvent,date,27/10/2016,,assets/MD/03_chapitre_III.md,209,"Grâce aux données de Bitcoin Wiki croisées avec d'autres sources, nous avons répertorié [^45] pas moins de 38 crises entre 2009 et la fin 2019 (cf. chronologie n°2 suivante). Chaque crise répertoriée…",,figure_non_verifiable_dans_le_MD,,non,,"Crise issue du recensement des 38 crises du wiki Bitcoin. Le texte annonce le recensement (ch.III l.209) mais les dates individuelles sont portees par la chronologie n°2, une image (media/image8.png, ch.III l.215). Seules 4 des 38 crises sont datees dans le texte courant (n°4 CVE 2010-5139, n°19 CVE 2013-3220, n°24 BIP-0042, CVE 2018-17144)."
5d58d0b8ec2440059a6be390aa1bdfe6,Mist,ActorNonHuman,launchYear,2015,,,,,,absent_du_texte,,non,,Mist (navigateur/portefeuille Ethereum) : aucune occurrence dans la these (les correspondances brutes de « mist » sont des sous-chaines de mots francais).
6661cad88f9145a6ad28d6c30840ef00,Mt. Gox,InfrastructureEvent,date,2010,Sedgwick 2018b ; Sedgwick 2019g ; Sedgwick 2019h,assets/MD/01_chapitre_I.md,271,"Avant MtGox et sans espace de conversion suffisant, la valeur des UCN se fait dilemme de la « *poule et de l'œuf* » puisque sans valeur, pas d'acceptation en échange et sans échanges, pas…",,absent_du_texte,,non,,MtGox est omnipresent mais sa date de creation (2010 dans le graphe) n'est jamais ecrite. Le texte dit seulement que son apparition marque un tournant.
d969f6bc7b0444db8d228a13173b1b74,WikiLeaks,Organization,date,2011-06-14,"Banque de France 2013, p. 4 ; Sedgwick 2019e",assets/MD/01_chapitre_I.md,271,"…l'illustre sa poussée à 1\$14 suite à la publication d'un article de *Forbes* le concernant en avril 2011 (Greenberg 2011)... ou sa multiplication par 8 le 14 juin, suite à l'annonce très médiatique…",avril 2011 (article Forbes) ; « début 2011 » (parité),absent_du_texte,,non,,"Le graphe date l'entite WikiLeaks au 2011-06-14 (episode de prix x8). Le texte cite WikiLeaks (ch.I l.271, l.277, l.293) mais jamais le 14 juin 2011 : cette date ne repose que sur la chronologie figuree."
39fdc0aac1f74b8daad7a5227b99c8a5,InfrastructureEvent — Démantèlement de Silk Road,InfrastructureEvent,date,2013-10-02,,assets/MD/01_chapitre_I.md,281,"…: l'écho du premier article sur Silk Road de Chen (2011) conduit, fin 2013, à la saisie du site et à l'arrestation du créateur (Musiani, Mallard et Méadel 2018, p. 145). Cela précipite le…",fin 2013,accord_granularite_differente,,non,,Le graphe porte 2013-10-02 ; la these dit « fin 2013 » sans jour ni mois.
0ec8d4683eb14f49a2b5dd37ac2c8858,InfrastructureEvent — Bitcoin Faucet,InfrastructureEvent,date,2010-06,,assets/MD/01_chapitre_I.md,269,"…l'activité minière et à ces opérateurs. Pour toucher de nouveaux usagers, G. Andresen lance en juin 2010 le premier site de « *Faucet* », dont les visiteurs reçoivent gratuitement des UCN [(50 BTC…",juin 2010,accord,,non,,
20dac14d83a2433fae0c7392e380bf6e,BitcoinMarket exchange launch,InfrastructureEvent,date,2010-03-17,Sedgwick 2018b,assets/MD/01_chapitre_I.md,609,"…[(Sedgwick 2019h)](https://www.zotero.org/google-docs/?3tnwbk). « Bitcoinmarket.com », lancé le 17 mars 2010, est la première bourse d'échange (Sedgwick 2018b) et s'érige en première cotation…",17 mars 2010,accord,,non,,
a2202dfdedd543b1a937ca4759b26b4d,Cyprus banking crisis Bitcoin spike,InfrastructureEvent,date,2013-03,,,,,,figure_non_verifiable_dans_le_MD,,non,,La crise bancaire chypriote et le pic de prix associe n'apparaissent pas dans le texte courant des 8 fichiers FR. La date 2013-03 ne repose que sur la chronologie figuree du ch. I.2.
5dfe15f31a89483aae5b75e1e60fc5ef,GPU mining emergence,InfrastructureEvent,date,2010-07,,assets/MD/01_chapitre_I.md,269,"…fin 2010) et la compétition accrue oppose des machines de plus en plus spécialisées (GPU, FGPA puis ASICS ; Sedgwick 2019c; cf. section suivante). Aussi, ouvrir d'autres voies d'accès à Bitcoin…",,figure_non_verifiable_dans_le_MD,,non,,Le texte mentionne la succession GPU/FPGA/ASIC (ch.I l.269) sans la dater. 2010-07 ne repose que sur la chronologie figuree.
7f80094676fd44a785c6483dbee4f8c5,Mining pools emergence,InfrastructureEvent,date,2011-01,,assets/MD/01_chapitre_I.md,269,"…l'activité devient collective, suivant la constitution de coopératives (« pools », apparues fin 2010) et la compétition accrue oppose des machines de plus en plus spécialisées (GPU,…",fin 2010,desaccord_non_arbitrable,,oui,"Le graphe date l'emergence des pools a 2011-01 ; la these ecrit « (« pools », apparues fin 2010) » (ch.I l.269) et date la premiere pool, Slush, au 27 novembre 2010 (ch.I l.315). Faut-il ramener l'emergence a fin 2010 ?",Deux lectures possibles : « fin 2010 » (apparition) ou janvier 2011 (generalisation). Le texte ne tranche pas.
4e1cf0998d754fef8d8ace2d4daad389,BitPay merchant payment processor,InfrastructureEvent,date,2011-05,,assets/MD/01_chapitre_I.md,619,"…Implémentée dans la version logicielle Bitcoin d'avril 2013, elle est intégrée dès août par l'entreprise BitGo dans une solution de garde (O'Brien 2014) et essaime (Bitpay, Coinbase,…",,figure_non_verifiable_dans_le_MD,,non,,BitPay est cite (ch.I l.619 ; ch.II l.567) sans date de lancement. 2011-05 ne repose que sur la chronologie figuree.
1dc7f42c96c142b2a30e7c36f5c6b290,ASIC mining introduction,InfrastructureEvent,date,2013,,assets/MD/01_chapitre_I.md,269,"…fin 2010) et la compétition accrue oppose des machines de plus en plus spécialisées (GPU, FGPA puis ASICS ; Sedgwick 2019c; cf. section suivante). Aussi, ouvrir d'autres voies d'accès à Bitcoin…",,figure_non_verifiable_dans_le_MD,,non,,L'introduction du minage ASIC n'est pas datee dans le texte courant. 2013 ne repose que sur la chronologie figuree.
3f908f24165e4c248f55a7f93baab9d6,First Bitcoin halving,InfrastructureEvent,date,2012-11,,,,,,figure_non_verifiable_dans_le_MD,,non,,"Le premier halving n'est pas date dans le texte courant (le mot n'apparait qu'en bibliographie, l.1056). 2012-11 ne repose que sur la chronologie figuree."
70d79dda054d462086a5472657b011a7,InfrastructureEvent — Genesis Block / lancement du protocole,InfrastructureEvent,date,2009-01-03,Thèse — Chronologie 2 (p.88),assets/MD/01_chapitre_I.md,169,"…opérations de production d'un enregistrement candidat[^51]. À la suite de l'enregistrement de genèse du 3 janvier 2009[^52], chaque nouveau bloc qui devient canonique donne lieu au versement de…",3 janvier 2009,accord,,non,,Doublon fonctionnel de l'entite #26 (Genesis Block CrisisEvent).
4f7fd6dcbdc349a08df4b66d92cb9cdc,InfrastructureEvent — Nakamoto introduces block size limit,InfrastructureEvent,date,2010-07-15,Thèse — Chronologie 2 (p.88),assets/MD/01_chapitre_I.md,327,"…de « *verrous de base de données* ») était passée inaperçue[^104]. La limite de 1 Mo n'a été introduite que le 15 juillet 2010[^105] et fut dissimulée par Nakamoto (Apodaca 2015), qui demande…",15 juillet 2010,accord,,non,,
5b8c5959b2114befb0021a2c5d416e6f,InfrastructureEvent — First soft fork (Value overflow bug fix),InfrastructureEvent,date,2010-07-28,Thèse — Chronologie 2 (p.88),assets/MD/03_chapitre_III.md,221,"…c'est S. Nakamoto et les premiers développeurs qui se chargeront de la remise en ordre. Le 15 août, un « *enregistrement étrange* \[, le\] *74638* »[^47] est pointé par J. Garzik sur…",août 2010 (« Le 15 août »),desaccord_non_arbitrable,~13 jours,oui,"Le graphe date le premier soft fork correctif (bug Value Overflow) au 2010-07-28, soit AVANT l'apparition du bogue que la these situe au 15 aout 2010. Le 28/07/2010 est-il une confusion avec CVE-2010-5137 (OP_LSHIFT, meme date dans le graphe) ?",INCOHERENCE D'ORDRE : le correctif est date avant le bogue qu'il corrige. Le texte ne date pas le correctif ; il date le bogue au 15 aout 2010.
0d81bba0461d49a5af8997a20663d630,InfrastructureEvent — BitcoinTalk forum created,InfrastructureEvent,date,2010-11-22,Thèse — Chronologie 2 (p.88),assets/MD/01_chapitre_I.md,113,"…l'enregistrement de genèse\*, enregistre le nom de domaine Bitcoin.org[^11] et fonde le forum *Bitcointalk*[^12], sur lequel il reste actif jusqu'au 12 décembre 2010 (Champagne 2014).…",janvier 2009,desaccord_non_arbitrable,~1 an et 10 mois,oui,"Le graphe porte DEUX dates pour la creation de Bitcointalk : 2010-11-22 (cette entite) et 2009-11-22 (entite #85). Le texte dit « janvier 2009 » (ch.I l.113), ce que sa propre note 12 (l.483) contredit en datant de mai 2009 le forum ANTERIEUR. Quelle date retenir, et faut-il fusionner les deux entites ?","DOUBLON DANS LE GRAPHE + contradiction interne a la these. Trois dates en presence : janvier 2009 (texte), 2009-11-22 et 2010-11-22 (graphe)."
4d123d178412441bbf33bfa8240e9c3c,InfrastructureEvent — First public French info site Bitcoin.fr,InfrastructureEvent,date,2010-12-23,Thèse — Chronologie 2 (p.88),assets/MD/01_chapitre_I.md,271,"…cercle des Bitcoiners. À côté de Bitcointalk, des médias spécialisés sont apparus (*WeUseCoins,* crypto.fr) qui, s'ils émanent encore de membres d'une communauté Bitcoin grandissante, seront de…",,figure_non_verifiable_dans_le_MD,,non,,"Bitcoin.fr est cite 12 fois dans la these (dont ch.I l.251, l.281 comme source de chronologie) mais sa date de creation n'y figure pas. 2010-12-23 ne repose que sur la chronologie n°2 (p.88), une image."
a494e3afcd4e41b5bc9a178c8c96483c,InfrastructureEvent — Bitcoin Improvement Proposals standardization,InfrastructureEvent,date,2011-08-19,Thèse — Chronologie 2 (p.88),assets/MD/01_chapitre_I.md,267,"…et de proposer des modifications protocolaires est tôt encadré, avec la mise en place en 2011 des « *Bitcoin Improvement Proposals* », ou « BIP »[^72], par exemple (cf. Chap. III). Ce sont eux aussi…",2011,accord_granularite_differente,,non,,Le graphe porte 2011-08-19 ; le texte ne donne que l'annee (ch.I l.267 ; ch.III l.449 « dès 2011 »).
45cd642a1b8b411092e611c51acdb791,InfrastructureEvent — First Bitcoin halving,InfrastructureEvent,date,2012-11-28,Thèse — Chronologie 2 (p.88),,,,,figure_non_verifiable_dans_le_MD,,non,,Doublon de #69. Le premier halving n'est pas date dans le texte courant ; 2012-11-28 ne repose que sur la chronologie n°2 (p.88).
6c9b59cca3a544afac57f19fac6e0393,InfrastructureEvent — Bitcoin Foundation creation,InfrastructureEvent,date,2012-09-27,Thèse — Chronologie 2 (p.88),assets/MD/01_chapitre_I.md,627,"…et les dons reçus par les contributeurs volontaires. La Fondation Bitcoin, société à but non lucratif créée fin 2012, représente une tentative d'acteurs de l'écosystème d'instituer une…",fin 2012,accord_granularite_differente,,non,,"Le graphe porte 2012-09-27 ; la these dit « fin 2012 » (note 84, l.627 ; egalement l.281 « fin 2012 est lancée la « Fondation Bitcoin » »). « Fin 2012 » et le 27 septembre sont en tension legere mais non contradictoires."
db5981176f4948e29da8342ed543bc5f,InfrastructureEvent — Cyprus banking crisis (price episode),InfrastructureEvent,date,2013-03,Thèse — Chronologie 2 (p.88),,,,,figure_non_verifiable_dans_le_MD,,non,,Doublon de #64 ; la crise chypriote n'apparait pas dans le texte courant FR.
92481a368bd24325a8990decb62e666b,InfrastructureEvent — Nakamoto réserve le nom de domaine bitcoin.org,InfrastructureEvent,date,2008-07-18,Thèse — Chronologie (figure) Chapitre I.2,assets/MD/01_chapitre_I.md,265,"…les acteurs qui prendraient part à la constitution de son réseau*.* La date du 18 juillet 2008, retenue par notre chronologie, correspond à celle choisie par Nakamoto pour déposer le nom de…",18 juillet 2008,accord,,oui,"La these porte deux dates pour le depot de bitcoin.org : « 18 juillet 2008 » dans le corps (ch.I l.265, explicitement « retenue par notre chronologie ») et « le 18 août 2008 » dans la note 11 (l.481, citant Ducree 2022 et whois). Le graphe suit le corps. Voulez-vous conserver ce choix et signaler la note ?",Le corps arbitre explicitement ; la note cite une source divergente. Aucune erreur du graphe.
ab2449a123164aa3adff6b180035c327,InfrastructureEvent — Publication du WP Bitcoin (mailing list),InfrastructureEvent,date,2008-10-31,Thèse — Chronologie (figure) Chapitre I.2,assets/MD/01_chapitre_I.md,113,"…: Un système de cash électronique pair-à-pair* »[^9] - prend la forme d'un court WP, publié le 31 octobre 2008 sous le pseudonyme de Nakamoto (Nakamoto 2008b), d'abord diffusé dans un cercle…",31 octobre 2008,accord,,non,,
031391f624304483a4b820df6efea622,InfrastructureEvent — Nakamoto annonce une liste de diffusion dédiée (SourceForge),InfrastructureEvent,date,2008-12-10,Thèse — Chronologie (figure) Chapitre I.2,assets/MD/01_chapitre_I.md,483,"…annonce la création de ce nouveau forum dédié en remplacement de l'ancien, lancé en mai 2009 et hébergé sur sourceforge.net (<http://bitcoin.sourceforge.net/boards/index.php>, site aujourd'hui…",mai 2009 (forum SourceForge),desaccord_non_arbitrable,~5 mois,oui,"Le graphe date l'annonce d'une liste de diffusion dediee sur SourceForge au 2008-12-10 ; la seule mention textuelle d'un espace SourceForge anterieur (note 12, ch.I l.483) le date de « mai 2009 ». S'agit-il de deux objets differents (liste de diffusion vs forum) ?","La note 12 parle d'un FORUM sourceforge lance en mai 2009, pas d'une liste de diffusion. Objets possiblement distincts ; la date du graphe n'est adossee qu'a la chronologie figuree du ch. I.2."
6c92b4f54bb54499b7e2d2c0625fccf7,InfrastructureEvent — Publication du code Bitcoin v0.1,InfrastructureEvent,date,2009-01-09,Thèse — Chronologie (figure) Chapitre I.2,assets/MD/01_chapitre_I.md,305,"…accessible par un client logiciel unique, Bitcoin QT dans sa version 0.1, publiée le 9 janvier 2009 et rédigée en langage de programmation C++[^94]. Tout utilisateur participe *à* et…",9 janvier 2009,accord,,non,,Voir #10 : le ch.III l.61 dit « février 2009 » pour la meme publication.
fb0bb535e9014c58b7fb73151258f67b,InfrastructureEvent — Première transaction Bitcoin (Nakamoto → Finney),InfrastructureEvent,date,2009-01-12,Thèse — Chronologie (figure) Chapitre I.2,assets/MD/01_chapitre_I.md,265,"…À l'image de cette période, les enregistrements restent vides jusqu'au 12 janvier 2009, date de la première transaction de 10 BTC, réalisée entre Nakamoto et le cypherpunk reconnu H. Finney[^70]…",12 janvier 2009,accord,,non,,
66a591458af644a9a0a83a0565e02488,InfrastructureEvent — Premier échange BTC/$ (NewLibertyStandard),InfrastructureEvent,date,2009-10-05,Thèse — Chronologie (figure) Chapitre I.2,assets/MD/01_chapitre_I.md,609,"[^75]: Le premier échange de BTC contre de la monnaie nationale a lieu le 12 octobre 2009 entre Martti Malmi et « *NewLibertyStandard* » (vente de 5 050 BTC pour 5,02 \$) et le règlement passe par…",12 octobre 2009,two_distinct_events_possible,7 jours,oui,"Le graphe date le « Premier echange BTC/$ (NewLibertyStandard) » au 05/10/2009 ; la these (note 75, ch.I l.609) date le premier echange BTC contre monnaie nationale au 12 octobre 2009 (Malmi vend 5 050 BTC pour 5,02 $). Les deux dates peuvent decrire deux actes : publication du premier taux de change (05/10) et premiere transaction effective (12/10). Faut-il dedoubler l'evenement ?","NE PAS FORCER EN CONTRADICTION. La these date aussi (note 78, l.615) la modelisation du prix par NewLibertyStandard a « fevrier 2010 » — soit un troisieme acte."
06ac37fc6cf24af49ec79ec265159ad8,InfrastructureEvent — Nakamoto crée le forum Bitcointalk,InfrastructureEvent,date,2009-11-22,Thèse — Chronologie (figure) Chapitre I.2,assets/MD/01_chapitre_I.md,113,"…l'enregistrement de genèse\*, enregistre le nom de domaine Bitcoin.org[^11] et fonde le forum *Bitcointalk*[^12], sur lequel il reste actif jusqu'au 12 décembre 2010 (Champagne 2014).…",janvier 2009,desaccord_these_probablement_fausse,~10 mois,oui,"Le corps (ch.I l.113) date la fondation de Bitcointalk de « janvier 2009 » ; sa propre note 12 (l.483) dit que Nakamoto « annonce la création de ce nouveau forum dédié en remplacement de l'ancien, lancé en mai 2009 » — Bitcointalk est donc necessairement posterieur a mai 2009. Le graphe porte le 22/11/2009. Confirmez-vous que « janvier 2009 » vise le forum SourceForge anterieur et non Bitcointalk ?",Le texte se contredit lui-meme ; le graphe est coherent avec la note 12. Voir aussi #73 (doublon date 2010-11-22).
4443393ff9094574a7c2adcd5fc96162,InfrastructureEvent — Proposition du ticker BTC,InfrastructureEvent,date,2010-02-05,Thèse — Chronologie (figure) Chapitre I.2,,,,,figure_non_verifiable_dans_le_MD,,non,,La proposition du ticker BTC n'est pas datee dans le texte courant. 2010-02-05 ne repose que sur la chronologie figuree du ch. I.2.
8c6f302ba7484a718a163a6747c81fa5,InfrastructureEvent — Premier tournoi de poker en ligne utilisant BTC,InfrastructureEvent,date,2010-03-10,Thèse — Chronologie (figure) Chapitre I.2,assets/MD/01_chapitre_I.md,623,"…et Voorhees 2019), n'est pas le premier jeu d'argent à user de Bitcoin, un jeu de poker en ligne l'a fait en 2010, mais l'activité suscitée n'est pas comparable (Sedgwick 2019b). Il permet aux…",2010,accord_granularite_differente,,non,,Le graphe porte 2010-03-10 ; la note 82 (ch.I l.623) ne donne que l'annee : « un jeu d'argent [...] un jeu de poker en ligne l'a fait en 2010 ».
d2a8798b6f064140851367c98162f594,InfrastructureEvent — Première plateforme d’échange BTC (BitcoinMarket.com),InfrastructureEvent,date,2010-03-17,Thèse — Chronologie (figure) Chapitre I.2,assets/MD/01_chapitre_I.md,609,"…[(Sedgwick 2019h)](https://www.zotero.org/google-docs/?3tnwbk). « Bitcoinmarket.com », lancé le 17 mars 2010, est la première bourse d'échange (Sedgwick 2018b) et s'érige en première cotation…",17 mars 2010,accord,,non,,Doublon fonctionnel de #63.
ef24c1fb7a7040b49a2c1e0194355cf1,InfrastructureEvent — Premier minage GPU,InfrastructureEvent,date,2010-04-01,Thèse — Chronologie (figure) Chapitre I.2,assets/MD/01_chapitre_I.md,269,"…fin 2010) et la compétition accrue oppose des machines de plus en plus spécialisées (GPU, FGPA puis ASICS ; Sedgwick 2019c; cf. section suivante). Aussi, ouvrir d'autres voies d'accès à Bitcoin…",,figure_non_verifiable_dans_le_MD,,non,,Le premier minage GPU n'est pas date dans le texte. 2010-04-01 ne repose que sur la chronologie figuree du ch. I.2 (et le jour « 01 » sent le remplissage).
