entity_id;entity_name;entity_types;cle_date;date_graphe;dateSource_graphe;motif_selection;date_externe;statut;nb_sources;qualite_source;sources;ecart;decision_requise;question_pour_mael;notes
eeece02d;BIP-0034 — Mandatory block protocol update (Height in coinbase);CrisisEvent;date;24/03/2013;;"format DD/MM/YYYY ; BIP verifiable dans le depot officiel";2013-03-24;indice_unique;1;primaire;https://raw.githubusercontent.com/bitcoin/bips/master/bip-0034.mediawiki;0;non;;bitcoin/bips, bip-0034.mediawiki : « Block number 227,835 (timestamp 2013-03-24 15:49:13 GMT) was the last version 1 block. » La date du graphe correspond donc a la fin de l'application complete, pas a la creation de la BIP (« Assigned: 2012-07-06 »). C'est coherent, mais il faut savoir lequel des deux actes la fiche pretend dater.
d1961d60;BIP-66 — Strict DER signatures — Fake Conf & Chain Split;CrisisEvent;date;04/07/2015;;"format DD/MM/YYYY ; sert de temoin pour trancher la convention de format (cf. ca278d21)";2015-07-04;indice_unique;1;primaire;https://raw.githubusercontent.com/bitcoin-dot-org/Bitcoin.org/master/_alerts/2015-07-04-spv-mining.md;0;non;;"Alerte Bitcoin.org du 2015-07-04, « Some Miners Generating Invalid Blocks » : « Some miners are currently generating invalid blocks » ; « once 950 of the last 1,000 blocks were version 3 (v3) blocks, all upgraded miners would reject version 2 (v2) blocks » ; le seuil est atteint le 4 juillet 2015 et un mineur non mis a jour produit un bloc invalide, d'ou les forks. La BIP-66 elle-meme (https://raw.githubusercontent.com/bitcoin/bips/master/bip-0066.mediawiki) est « Assigned: 2015-01-10 » et ne date pas le split. ICI la chaine « 04/07/2015 » se lit bien JJ/MM — a comparer avec ca278d21."
ca278d21;CVE-2014-0160 — Remote memory leak via payment protocol (Heartbleed);CrisisEvent;date;04/07/2014;;format suspect : meme chaine JJ/MM que d1961d60 mais evenement documente en AVRIL 2014;avril 2014 (alerte Bitcoin.org du 2014-04-11);refute;1;primaire;https://raw.githubusercontent.com/bitcoin-dot-org/Bitcoin.org/master/_alerts/2014-04-11-heartbleed.html;lecture JJ/MM impossible : ~3 mois d'avance de la reponse sur l'incident;oui;Q16;"Alerte Bitcoin.org, front-matter « date: 2014-04-11 », titre « OpenSSL Heartbleed vulnerability », corps : « The version of OpenSSL used by Bitcoin Core software version 0.9.0 and earlier contains a bug that can reveal memory to a remote attacker » ; « Immediately upgrade to Bitcoin Core version 0.9.1 which is linked against OpenSSL version 1.0.1g » ; « This notice last updated: Fri, 11 Apr 2014 12:19:23 -0400 ». Ce que je refute est PRECISEMENT la lecture JJ/MM de « 04/07/2014 » : la reponse Bitcoin est du 11 avril 2014, elle ne peut pas preceder de trois mois un evenement du 4 juillet 2014. Lue MM/JJ, la chaine donne le 7 avril 2014, compatible. CONSEQUENCE GENERALE : croisee avec d1961d60 (« 04/07/2015 » = 4 juillet 2015, atteste), cette fiche etablit que l'attribut `date` melange AU MOINS DEUX conventions de format. Reserve : nvd.nist.gov, cve.org, osv.dev et openssl.org sont bloques, je n'ai donc pas pu recuperer la date de divulgation officielle du 07/04/2014."
72ed5cce;CVE-2013-3220 (Netsplit BIP-0050);CrisisEvent;date;Mars 2013;;"format : date en texte libre francais, non parsable ; episode central de la gouvernance de crise";2013-03-11 / 2013-03-12;confirme;2;primaire;https://raw.githubusercontent.com/bitcoin-dot-org/Bitcoin.org/master/_alerts/2013-03-11-chain-fork.html|https://raw.githubusercontent.com/bitcoin/bips/master/bip-0050.mediawiki;"0 au mois ; le graphe reste au mois alors que le jour est documente";oui;Q17;"Alerte Bitcoin.org : front-matter « date: 2013-03-11 », titre « 11/12 March 2013 Chain Fork Information » ; un mineur en 0.8.0 produit un bloc surdimensionne a la hauteur 225 430, les versions anterieures le rejettent, les gros pools sont pries de revenir en 0.7. BIP-50 (« March 2013 Chain Fork Post-Mortem », « Assigned: 2013-03-20 ») confirme independamment le mois et l'objet, et ajoute : « On 16 August, 2013 block 252,451 ... was accepted by the main network, forking unpatched nodes off the network ». Deux documents primaires distincts : c'est la seule ligne de ce lot qui atteigne deux sources reellement independantes hors CVE-2018-17144."
d25e5ffe;BIPs 141, 143 & 147 — Soft fork: SegWit;CrisisEvent;date;27/10/2016;;"coeur demonstratif (Scaling Debate) ; format DD/MM/YYYY ; date qui ne correspond ni a la creation des BIP ni a l'activation";;non_verifie;0;;;;oui;Q18;"Aucune source recuperee ne donne le 27/10/2016. Ce que j'ai pu lire, et qui NE correspond pas : BIP-141 est « Assigned: 2015-12-21 » (https://raw.githubusercontent.com/bitcoin/bips/master/bip-0141.mediawiki) ; les notes de version 0.13.1 (https://raw.githubusercontent.com/bitcoin/bitcoin/master/doc/release-notes/release-notes-0.13.1.md) disent « nodes will begin tracking which blocks signal support for segwit at the beginning of the first retarget period after segwit's start date of 15 November 2016 » ; la page de tag GitHub v0.13.1 affiche « 01 Nov 19:23 », mais les releases anciennes de bitcoin/bitcoin ont ete creees en lot et cette date n'est pas celle de la publication du binaire — je ne l'utilise donc pas. Le referent le plus plausible du 27/10/2016 est la sortie de Bitcoin Core 0.13.1 (debut du signalement segwit), a distinguer de l'activation d'aout 2017 : possible cas de deux actes distincts, mais AUCUNE des deux jambes n'est sourcee ici."
6daefcd1;BIP-65 — Soft fork: OP_CHECKLOCKTIMEVERIFY;CrisisEvent;date;12/11/2015;;"format DD/MM/YYYY ambigu (12 nov. ou 11 dec. ?) ; date sans referent identifie";;non_verifie;0;;;;oui;Q18;"BIP-65 (https://raw.githubusercontent.com/bitcoin/bips/master/bip-0065.mediawiki) est « Assigned: 2014-10-01 » et ne fixe aucune date d'activation (« The new rules are in effect for every block (at height H) with nVersion = 4 and at least 750 out of 1000 blocks preceding it also have nVersion >= 4 »). Le 12/11/2015 ne correspond donc pas a la creation de la BIP, et je n'ai pas pu dater l'activation (explorateurs de blocs bloques ; la page de tag v0.11.2 affiche « 01 Nov 19:28 », date de creation en lot de la release GitHub, inutilisable). Ambiguite de format en prime : 12 novembre ou 11 decembre 2015 ?"
f979ff6c;BIP-148 — Soft fork: SegWit UASF;CrisisEvent;date;12/03/2017;;"coeur demonstratif (UASF / Scaling Debate) ; format DD/MM/YYYY";"2017-03-12 (assignation de la BIP) ; 2017-08-01 (activation prevue de l'UASF)";two_distinct_events_possible;1;primaire;https://raw.githubusercontent.com/bitcoin/bips/master/bip-0148.mediawiki;"0 sur l'assignation ; ~4,5 mois avec l'activation";oui;Q19;"bitcoin/bips, bip-0148.mediawiki : « Assigned: 2017-03-12 », titre « Mandatory activation of segwit deployment », « Status: Deployed » ; et une activation « between August 1st, 2017 (epoch 1501545600) and November 15th, 2017 (epoch 1510704000) ». Les deux valeurs sont vraies et designent deux actes : la redaction de la proposition et sa mise en oeuvre. Le graphe retient la premiere alors que le libelle (« Soft fork: SegWit UASF ») annonce plutot la seconde. Ce n'est pas une erreur, c'est un choix de modelisation a expliciter."
3952cb54;BIP-0042 — Bitcoin Fixed Monetary Supply (Inflation Bug);CrisisEvent;date;01/04/2014;;"format DD/MM/YYYY ; date suspecte (1er avril) sur une fiche typee CrisisEvent";2014-04-01;indice_unique;1;primaire;https://raw.githubusercontent.com/bitcoin/bips/master/bip-0042.mediawiki;0;oui;Q20;"bitcoin/bips, bip-0042.mediawiki, preambule verbatim : « BIP: 42 / Layer: Consensus (soft fork) / Title: A finite monetary supply for Bitcoin / Authors: Pieter Wuille <pieter.wuille@gmail.com> / ... / Status: Deployed / Type: Specification / Assigned: 2014-04-01 / License: PD ». La date est donc exacte — et « 01/04/2014 » se lit ici JJ/MM. Point qui n'est pas de mon ressort mais qu'il faut voir : la BIP-42 est un poisson d'avril de Pieter Wuille (elle propose de plafonner l'offre par un soft fork programme pour le 1er avril 2214) ; elle est typee CrisisEvent dans le graphe, au milieu de vraies CVE."
fc5ad50c;Parity Multisig Freeze (novembre 2017);CrisisEvent;date;6 novembre 2017;;"format : date en texte libre francais, non parsable ; crise emblematique de la couche applicative";2017-11-06;indice_unique;1;primaire;https://github.com/paritytech/parity-ethereum/issues/6995;0;oui;Q17;paritytech/parity-ethereum, issue #6995 « anyone can kill your contract », ouverte « on Nov 6, 2017 » par un compte depuis supprime (@ghost), etiquetee « F1-security » et « P0-dropeverything ». C'est l'artefact primaire du declenchement. La valeur du graphe est exacte mais stockee en texte libre francais dans le meme attribut que des horodatages ISO.
fb4d19f9;InfrastructureEvent — Annulation du New York Agreement / SegWit2x;InfrastructureEvent;date;11/11/2017;;"coeur demonstratif (issue du Scaling Debate) ; format DD/MM/YYYY ; date qui ne correspond a aucun acte que j'aie pu sourcer";;non_verifie;0;;;;oui;Q18;La seule piece que j'aie pu recuperer est anterieure a l'annulation : alerte Bitcoin.org du 2017-10-11, « Beware of Bitcoin's possible incompatibility with some major services », qui dit encore « A subsection of the Bitcoin economy including prominent businesses such as Coinbase, Xapo, and BitPay have signed an agreement to adopt and implement a contentious hard fork of Bitcoin sometime in November » (https://raw.githubusercontent.com/bitcoin-dot-org/Bitcoin.org/master/_alerts/2017-10-09-segwit2x-safety.md). Elle atteste l'existence de l'accord, pas sa date d'annulation. Le courriel d'annulation est generalement date du 8 novembre 2017, mais je n'ai recupere AUCUNE source le confirmant : je ne l'inscris donc pas en date_externe. Le repertoire complet des alertes (https://github.com/bitcoin-dot-org/Bitcoin.org/tree/master/_alerts) ne contient aucune alerte de novembre 2017.
